,session_name,timestamp,27261,27160,27226,27263
0,f-formation,1630388167,0,0,0,-1
1,f-formation,1630388168,0,0,0,-1
2,f-formation,1630388169,0,0,0,-1
3,f-formation,1630388170,0,0,0,-1
4,f-formation,1630388171,0,0,0,-1
5,f-formation,1630388172,0,0,0,-1
6,f-formation,1630388173,0,0,0,-1
7,f-formation,1630388174,0,0,0,-1
8,f-formation,1630388175,0,0,0,-1
9,f-formation,1630388176,0,0,0,-1
10,f-formation,1630388177,0,0,0,-1
11,f-formation,1630388178,0,0,0,-1
12,f-formation,1630388179,0,0,0,-1
13,f-formation,1630388180,0,0,0,-1
14,f-formation,1630388181,0,0,0,-1
15,f-formation,1630388182,0,0,0,-1
16,f-formation,1630388183,0,0,0,-1
17,f-formation,1630388184,0,0,0,-1
18,f-formation,1630388185,0,0,0,-1
19,f-formation,1630388186,0,0,0,-1
20,f-formation,1630388187,0,0,0,-1
21,f-formation,1630388188,0,0,0,-1
22,f-formation,1630388189,0,0,0,-1
23,f-formation,1630388190,0,0,0,-1
24,f-formation,1630388191,0,0,0,-1
25,f-formation,1630388192,0,0,0,-1
26,f-formation,1630388193,0,0,0,-1
27,f-formation,1630388194,0,0,0,-1
28,f-formation,1630388195,0,0,0,-1
29,f-formation,1630388196,0,0,0,-1
30,f-formation,1630388197,0,0,0,-1
31,f-formation,1630388198,0,0,0,-1
32,f-formation,1630388199,0,0,0,-1
33,f-formation,1630388200,0,0,0,-1
34,f-formation,1630388201,0,0,0,-1
35,f-formation,1630388202,0,0,0,-1
36,f-formation,1630388203,0,0,0,-1
37,f-formation,1630388204,0,0,0,-1
38,f-formation,1630388205,0,0,0,-1
39,f-formation,1630388206,0,0,0,-1
40,f-formation,1630388207,0,0,0,-1
41,f-formation,1630388208,0,0,0,-1
42,f-formation,1630388209,0,0,0,-1
43,f-formation,1630388210,0,0,0,-1
44,f-formation,1630388211,0,0,0,-1
45,f-formation,1630388212,0,0,0,-1
46,f-formation,1630388213,0,0,0,-1
47,f-formation,1630388214,0,0,0,-1
48,f-formation,1630388215,0,0,0,-1
49,f-formation,1630388216,0,0,0,-1
50,f-formation,1630388217,0,0,0,-1
51,f-formation,1630388218,0,0,0,-1
52,f-formation,1630388219,0,0,0,-1
53,f-formation,1630388220,0,0,0,-1
54,f-formation,1630388221,0,0,0,-1
55,f-formation,1630388222,0,0,0,-1
56,f-formation,1630388223,0,0,0,-1
57,f-formation,1630388224,0,0,0,-1
58,f-formation,1630388225,0,0,0,-1
59,f-formation,1630388226,0,0,0,-1
60,f-formation,1630388227,0,0,0,-1
61,f-formation,1630388228,0,0,0,-1
62,f-formation,1630388229,0,0,0,-1
63,f-formation,1630388230,0,0,0,-1
64,f-formation,1630388231,0,0,0,-1
65,f-formation,1630388232,0,0,0,-1
66,f-formation,1630388233,0,0,0,-1
67,f-formation,1630388234,0,0,0,-1
68,f-formation,1630388235,0,0,0,-1
69,f-formation,1630388236,0,0,0,-1
70,f-formation,1630388237,0,0,0,-1
71,f-formation,1630388238,0,0,0,-1
72,f-formation,1630388239,0,0,0,-1
73,f-formation,1630388240,0,0,0,-1
74,f-formation,1630388241,0,0,0,-1
75,f-formation,1630388242,0,0,0,-1
76,f-formation,1630388243,0,0,0,-1
77,f-formation,1630388244,0,0,0,-1
78,f-formation,1630388245,0,0,0,-1
79,f-formation,1630388246,0,0,0,-1
80,f-formation,1630388247,0,0,0,-1
81,f-formation,1630388248,0,0,0,-1
82,f-formation,1630388249,0,0,0,-1
83,f-formation,1630388250,0,0,0,-1
84,f-formation,1630388251,0,0,0,-1
85,f-formation,1630388252,0,0,0,-1
86,f-formation,1630388253,0,0,0,-1
87,f-formation,1630388254,0,0,0,-1
88,f-formation,1630388255,0,0,0,-1
89,f-formation,1630388256,0,0,0,-1
90,f-formation,1630388257,0,0,0,-1
91,f-formation,1630388258,0,0,0,-1
92,f-formation,1630388259,0,0,0,-1
93,f-formation,1630388260,0,0,0,-1
94,f-formation,1630388261,0,0,0,-1
95,f-formation,1630388262,0,0,0,-1
96,f-formation,1630388263,0,0,0,-1
97,f-formation,1630388264,0,0,0,-1
98,f-formation,1630388265,0,0,0,-1
99,f-formation,1630388266,0,0,0,-1
