,session_name,timestamp,27261,27160,27226,27263
920,f-formation,1630388513,0,0,-1,1
921,f-formation,1630388514,0,0,-1,1
922,f-formation,1630388515,0,0,-1,1
923,f-formation,1630388516,0,0,-1,1
924,f-formation,1630388517,0,0,-1,1
925,f-formation,1630388518,0,0,-1,1
926,f-formation,1630388519,0,0,-1,1
927,f-formation,1630388520,0,0,-1,1
928,f-formation,1630388521,0,0,-1,1
929,f-formation,1630388522,0,0,-1,1
930,f-formation,1630388523,0,0,-1,1
931,f-formation,1630388524,0,0,-1,1
932,f-formation,1630388525,0,0,-1,1
933,f-formation,1630388526,0,0,-1,1
934,f-formation,1630388527,0,0,-1,1
935,f-formation,1630388528,0,0,-1,1
936,f-formation,1630388529,0,0,-1,1
937,f-formation,1630388530,0,0,-1,1
938,f-formation,1630388531,0,0,-1,1
939,f-formation,1630388532,0,0,-1,1
940,f-formation,1630388533,0,0,-1,1
941,f-formation,1630388534,0,0,-1,1
942,f-formation,1630388535,0,0,-1,1
943,f-formation,1630388536,0,0,-1,1
944,f-formation,1630388537,0,0,-1,1
945,f-formation,1630388538,0,0,-1,1
946,f-formation,1630388539,0,0,-1,1
947,f-formation,1630388540,0,0,-1,1
948,f-formation,1630388541,0,0,-1,1
949,f-formation,1630388542,0,0,-1,1
950,f-formation,1630388543,0,0,-1,1
951,f-formation,1630388544,0,0,-1,1
952,f-formation,1630388545,0,0,-1,1
953,f-formation,1630388546,0,0,-1,1
954,f-formation,1630388547,0,0,-1,1
955,f-formation,1630388548,0,0,-1,1
956,f-formation,1630388549,0,0,-1,1
957,f-formation,1630388550,0,0,-1,1
958,f-formation,1630388551,0,0,-1,1
959,f-formation,1630388552,0,0,-1,1
960,f-formation,1630388553,0,0,-1,1
961,f-formation,1630388554,0,0,-1,1
962,f-formation,1630388555,0,0,-1,1
963,f-formation,1630388556,0,0,-1,1
964,f-formation,1630388557,0,0,-1,1
965,f-formation,1630388558,0,0,-1,0
966,f-formation,1630388559,0,0,-1,0
967,f-formation,1630388560,0,0,-1,0
968,f-formation,1630388561,0,0,-1,0
969,f-formation,1630388562,0,0,-1,0
970,f-formation,1630388563,0,0,-1,0
971,f-formation,1630388564,0,0,-1,0
972,f-formation,1630388565,0,0,-1,0
973,f-formation,1630388566,0,0,-1,0
974,f-formation,1630388567,0,0,-1,0
975,f-formation,1630388568,0,0,-1,0
976,f-formation,1630388569,0,0,-1,0
977,f-formation,1630388570,0,0,-1,0
978,f-formation,1630388571,0,0,-1,0
979,f-formation,1630388572,0,0,-1,0
980,f-formation,1630388573,0,0,-1,0
981,f-formation,1630388574,0,0,-1,0
982,f-formation,1630388575,0,0,-1,0
983,f-formation,1630388576,0,0,-1,0
984,f-formation,1630388577,0,0,-1,0
