,session_name,timestamp,27261,27226,27263
0,formation,1630388167,0,0,-1
1,formation,1630388168,0,0,-1
2,formation,1630388169,0,0,-1
3,formation,1630388170,0,0,-1
4,formation,1630388171,0,0,-1
5,formation,1630388172,0,0,-1
6,formation,1630388173,0,0,-1
7,formation,1630388174,0,0,-1
8,formation,1630388175,0,0,-1
9,formation,1630388176,0,0,-1
10,formation,1630388177,0,0,-1
11,formation,1630388178,0,0,-1
12,formation,1630388179,0,0,-1
13,formation,1630388180,0,0,-1
14,formation,1630388181,0,0,-1
15,formation,1630388182,0,0,-1
16,formation,1630388183,0,0,-1
17,formation,1630388184,0,0,-1
18,formation,1630388185,0,0,-1
19,formation,1630388186,0,0,-1
20,formation,1630388187,0,0,-1
21,formation,1630388188,0,0,-1
22,formation,1630388189,0,0,-1
23,formation,1630388190,0,0,-1
24,formation,1630388191,0,0,-1
25,formation,1630388192,0,0,-1
26,formation,1630388193,0,0,-1
27,formation,1630388194,0,0,-1
28,formation,1630388195,0,0,-1
29,formation,1630388196,0,0,-1
30,formation,1630388197,0,0,-1
31,formation,1630388198,0,0,-1
32,formation,1630388199,0,0,-1
33,formation,1630388200,0,0,-1
34,formation,1630388201,0,0,-1
35,formation,1630388202,0,0,-1
36,formation,1630388203,0,0,-1
37,formation,1630388204,0,0,-1
38,formation,1630388205,0,0,-1
39,formation,1630388206,0,0,-1
40,formation,1630388207,0,0,-1
41,formation,1630388208,0,0,-1
42,formation,1630388209,0,0,-1
43,formation,1630388210,0,0,-1
44,formation,1630388211,0,0,-1
45,formation,1630388212,0,0,-1
46,formation,1630388213,0,0,-1
47,formation,1630388214,0,0,-1
48,formation,1630388215,0,0,-1
49,formation,1630388216,0,0,-1
50,formation,1630388217,0,0,-1
51,formation,1630388218,0,0,-1
52,formation,1630388219,0,0,-1
53,formation,1630388220,0,0,-1
54,formation,1630388221,0,0,-1
55,formation,1630388222,0,0,-1
56,formation,1630388223,0,0,-1
57,formation,1630388224,0,0,-1
58,formation,1630388225,0,0,-1
59,formation,1630388226,0,0,-1
60,formation,1630388227,0,0,-1
61,formation,1630388228,0,0,-1
62,formation,1630388229,0,0,-1
63,formation,1630388230,0,0,-1
64,formation,1630388231,0,0,-1
65,formation,1630388232,0,0,-1
66,formation,1630388233,0,0,-1
67,formation,1630388234,0,0,-1
68,formation,1630388235,0,0,-1
69,formation,1630388236,0,0,-1
70,formation,1630388237,0,0,-1
71,formation,1630388238,0,0,-1
72,formation,1630388239,0,0,-1
73,formation,1630388240,0,0,-1
74,formation,1630388241,0,0,-1
75,formation,1630388242,0,0,-1
76,formation,1630388243,0,0,-1
77,formation,1630388244,0,0,-1
78,formation,1630388245,0,0,-1
79,formation,1630388246,0,0,-1
80,formation,1630388247,0,0,-1
81,formation,1630388248,0,0,-1
82,formation,1630388249,0,0,-1
83,formation,1630388250,0,0,-1
84,formation,1630388251,0,0,-1
85,formation,1630388252,0,0,-1
86,formation,1630388253,0,0,-1
87,formation,1630388254,0,0,-1
88,formation,1630388255,0,0,-1
89,formation,1630388256,0,0,-1
90,formation,1630388257,0,0,-1
91,formation,1630388258,0,0,-1
92,formation,1630388259,0,0,-1
93,formation,1630388260,0,0,-1
94,formation,1630388261,0,0,-1
95,formation,1630388262,0,0,-1
96,formation,1630388263,0,0,-1
97,formation,1630388264,0,0,-1
98,formation,1630388265,0,0,-1
99,formation,1630388266,0,0,-1
100,formation,1630388267,0,0,-1
101,formation,1630388268,0,0,-1
102,formation,1630388269,0,0,-1
103,formation,1630388270,0,0,-1
104,formation,1630388271,0,0,-1
105,formation,1630388272,0,0,-1
106,formation,1630388273,0,0,-1
107,formation,1630388274,0,0,-1
108,formation,1630388275,0,0,-1
109,formation,1630388276,0,0,-1
110,formation,1630388277,0,0,-1
111,formation,1630388278,0,0,-1
112,formation,1630388279,0,0,-1
113,formation,1630388280,0,0,-1
114,formation,1630388281,0,0,-1
115,formation,1630388282,0,0,-1
116,formation,1630388283,0,0,-1
117,formation,1630388284,0,0,-1
118,formation,1630388285,0,0,-1
119,formation,1630388286,0,0,-1
120,formation,1630388287,0,0,-1
121,formation,1630388288,0,0,-1
122,formation,1630388289,0,0,-1
123,formation,1630388290,0,0,-1
124,formation,1630388291,0,0,-1
125,formation,1630388292,0,0,-1
126,formation,1630388293,0,0,-1
127,formation,1630388294,0,0,-1
128,formation,1630388295,0,0,-1
129,formation,1630388296,0,0,-1
130,formation,1630388297,0,0,-1
131,formation,1630388298,0,0,-1
132,formation,1630388299,0,0,-1
133,formation,1630388300,0,0,-1
134,formation,1630388301,0,0,-1
135,formation,1630388302,0,0,-1
136,formation,1630388303,0,0,-1
137,formation,1630388304,0,0,-1
138,formation,1630388305,0,0,-1
139,formation,1630388306,0,0,-1
140,formation,1630388307,0,0,-1
141,formation,1630388308,0,0,-1
142,formation,1630388309,0,0,-1
143,formation,1630388310,0,0,-1
144,formation,1630388311,0,0,-1
145,formation,1630388312,0,0,-1
146,formation,1630388313,0,0,-1
147,formation,1630388314,0,0,-1
148,formation,1630388315,0,0,-1
149,formation,1630388316,0,0,-1
150,formation,1630388317,0,0,-1
151,formation,1630388318,0,0,-1
152,formation,1630388319,0,0,-1
153,formation,1630388320,0,0,-1
154,formation,1630388321,0,0,-1
155,formation,1630388322,0,0,-1
156,formation,1630388323,0,0,-1
157,formation,1630388324,0,0,-1
158,formation,1630388325,0,0,-1
159,formation,1630388326,0,0,-1
160,formation,1630388327,0,0,-1
161,formation,1630388328,0,0,-1
162,formation,1630388329,0,0,-1
163,formation,1630388330,0,0,-1
164,formation,1630388331,0,0,-1
165,formation,1630388332,0,0,-1
166,formation,1630388333,0,0,-1
167,formation,1630388334,0,0,-1
168,formation,1630388335,0,0,-1
169,formation,1630388336,1,1,-1
170,formation,1630388337,0,1,-1
171,formation,1630388338,0,1,-1
172,formation,1630388339,0,1,-1
173,formation,1630388340,0,1,-1
174,formation,1630388341,0,1,-1
175,formation,1630388342,0,1,-1
176,formation,1630388343,0,1,-1
177,formation,1630388344,0,1,-1
178,formation,1630388345,0,1,-1
179,formation,1630388346,0,1,-1
180,formation,1630388347,0,1,-1
181,formation,1630388348,0,1,-1
182,formation,1630388349,0,1,-1
183,formation,1630388350,0,1,-1
184,formation,1630388351,0,1,-1
185,formation,1630388352,0,1,-1
186,formation,1630388353,0,1,-1
187,formation,1630388354,0,1,-1
188,formation,1630388355,0,1,-1
189,formation,1630388356,0,1,-1
190,formation,1630388357,0,1,-1
191,formation,1630388358,0,1,-1
192,formation,1630388359,0,1,-1
193,formation,1630388360,0,1,-1
194,formation,1630388361,0,1,-1
195,formation,1630388362,0,1,-1
196,formation,1630388363,0,1,-1
197,formation,1630388364,0,1,-1
198,formation,1630388365,0,1,-1
199,formation,1630388366,0,1,-1
200,formation,1630388367,0,1,-1
201,formation,1630388368,0,0,-1
202,formation,1630388369,0,1,-1
203,formation,1630388370,0,0,-1
204,formation,1630388371,0,0,-1
205,formation,1630388372,0,0,-1
206,formation,1630388373,0,0,-1
207,formation,1630388374,0,0,-1
208,formation,1630388375,0,0,-1
209,formation,1630388376,0,0,-1
210,formation,1630388377,0,0,-1
211,formation,1630388378,0,0,-1
212,formation,1630388379,1,0,-1
213,formation,1630388380,0,1,-1
214,formation,1630388381,0,1,-1
215,formation,1630388382,1,1,-1
216,formation,1630388383,0,1,-1
217,formation,1630388384,0,1,-1
218,formation,1630388385,1,1,-1
219,formation,1630388386,1,1,-1
220,formation,1630388387,1,1,-1
221,formation,1630388388,1,1,-1
222,formation,1630388389,1,1,-1
223,formation,1630388390,1,0,-1
224,formation,1630388391,0,0,-1
225,formation,1630388392,1,1,-1
226,formation,1630388393,1,0,-1
227,formation,1630388394,1,0,-1
228,formation,1630388395,1,1,-1
229,formation,1630388396,1,1,-1
230,formation,1630388397,1,1,-1
231,formation,1630388398,0,0,-1
232,formation,1630388399,0,0,-1
233,formation,1630388400,0,0,-1
234,formation,1630388401,0,0,-1
235,formation,1630388402,1,0,-1
236,formation,1630388403,1,0,-1
237,formation,1630388404,1,0,-1
238,formation,1630388405,1,0,-1
239,formation,1630388406,1,0,-1
240,formation,1630388407,1,0,-1
241,formation,1630388408,1,0,-1
242,formation,1630388409,1,0,-1
243,formation,1630388410,0,0,-1
244,formation,1630388411,0,0,-1
245,formation,1630388412,0,0,-1
246,formation,1630388413,0,0,-1
247,formation,1630388414,0,0,-1
248,formation,1630388415,0,0,-1
249,formation,1630388416,0,0,-1
250,formation,1630388417,0,0,-1
251,formation,1630388418,0,0,-1
252,formation,1630388419,0,0,-1
253,formation,1630388420,0,0,-1
254,formation,1630388421,0,0,-1
255,formation,1630388422,0,0,-1
256,formation,1630388423,0,0,-1
257,formation,1630388424,0,0,-1
258,formation,1630388425,0,0,-1
259,formation,1630388426,0,0,-1
260,formation,1630388427,0,1,-1
261,formation,1630388428,0,1,-1
262,formation,1630388429,0,1,-1
263,formation,1630388430,0,1,-1
264,formation,1630388431,0,0,-1
265,formation,1630388432,0,0,-1
266,formation,1630388433,0,0,-1
267,formation,1630388434,0,0,-1
268,formation,1630388435,0,0,-1
269,formation,1630388436,0,0,-1
270,formation,1630388437,0,0,-1
271,formation,1630388438,0,1,-1
272,formation,1630388439,0,1,-1
273,formation,1630388440,0,0,-1
274,formation,1630388441,0,1,-1
275,formation,1630388442,0,1,-1
276,formation,1630388443,0,0,-1
277,formation,1630388444,0,0,-1
278,formation,1630388445,0,1,-1
279,formation,1630388446,0,1,-1
280,formation,1630388447,0,1,-1
281,formation,1630388448,0,1,-1
282,formation,1630388449,0,1,-1
283,formation,1630388450,0,1,-1
284,formation,1630388451,0,1,-1
285,formation,1630388452,0,1,-1
286,formation,1630388453,0,1,-1
287,formation,1630388454,0,1,-1
288,formation,1630388455,0,1,-1
289,formation,1630388456,0,0,-1
290,formation,1630388457,0,0,-1
291,formation,1630388458,0,0,-1
292,formation,1630388459,0,1,-1
293,formation,1630388460,0,1,-1
294,formation,1630388461,0,0,-1
295,formation,1630388462,0,0,-1
296,formation,1630388463,0,0,-1
297,formation,1630388464,0,0,-1
298,formation,1630388465,0,0,-1
299,formation,1630388466,0,0,-1
300,formation,1630388467,0,0,-1
301,formation,1630388468,0,0,-1
302,formation,1630388469,0,0,-1
303,formation,1630388470,0,1,-1
304,formation,1630388471,0,0,-1
305,formation,1630388472,0,0,-1
306,formation,1630388473,0,0,-1
307,formation,1630388474,0,1,-1
308,formation,1630388475,0,1,-1
309,formation,1630388476,0,1,-1
310,formation,1630388477,0,1,-1
311,formation,1630388478,0,1,-1
312,formation,1630388479,0,1,-1
313,formation,1630388480,0,1,-1
