,timestamp,x,y,yaw,session_name
0,1630387593,2978.6308725906124,1908.302013916817,4.536805368844721,interpolation
1,1630387594,2992.752252491716,2196.036035034643,4.2874391911810905,interpolation
2,1630387595,2912.0750481673203,2359.377285046078,4.443141997841176,interpolation
3,1630387596,2890.701006929115,2401.118090279171,4.4718266319542,interpolation
4,1630387597,2886.692478107168,2407.1792031547197,4.487769912428672,interpolation
5,1630387598,2857.0827723118705,2403.2684539702823,4.476525727336635,interpolation
6,1630387599,2817.715362501269,2366.128463749873,4.491100753750888,interpolation
7,1630387600,2816.0,2355.0,4.479585020362107,interpolation
8,1630387601,2771.3064842950353,2360.809843758417,4.486512304698022,interpolation
9,1630387602,2705.5970132435014,2381.05970132435,4.493313429135703,interpolation
10,1630387603,2711.9002542338617,2379.0723210909464,4.316598474596828,interpolation
11,1630387604,2706.6899955356107,2394.33000063777,4.0835424918684335,interpolation
12,1630387605,2654.435582382381,2401.869120898677,4.016047032810584,interpolation
13,1630387606,2641.6228278328467,2382.905706958212,3.9727295286945257,interpolation
14,1630387607,2628.8044957690095,2365.03820374976,3.9635325840384983,interpolation
15,1630387608,2598.435003793837,2350.7549974042167,3.9665399992012977,interpolation
16,1630387609,2575.690580864508,2341.5650251782795,3.968,interpolation
17,1630387610,2640.772153915799,2308.9113915799003,3.9682025314622003,interpolation
18,1630387611,2642.4663330392245,2361.296757388597,3.9588728182620296,interpolation
19,1630387612,2665.8783791403075,2376.3986492835897,3.953040540286564,interpolation
20,1630387613,2670.2261316346107,2408.2914607211383,3.9580326645432637,interpolation
21,1630387614,2720.468744811202,2442.5468732038776,3.959,interpolation
22,1630387615,2726.7730677394115,2463.28428827599,3.9636982542528876,interpolation
23,1630387616,2736.1077682045166,2470.5664163171555,3.9629398497902932,interpolation
24,1630387617,2748.917353967379,2425.330584130484,3.953694215344207,interpolation
25,1630387618,2767.0683524973592,2367.637979779689,3.948843037271767,interpolation
26,1630387619,2740.077550750313,2325.293877654292,3.944416326514724,interpolation
27,1630387620,2701.0726823811733,2315.759393927081,3.945949876548226,interpolation
28,1630387621,2703.094293097573,2285.9925551853394,3.9505905706902427,interpolation
29,1630387622,2738.6275303018456,2269.3724696981544,3.944633603219327,interpolation
30,1630387623,2740.065326091319,2294.6884420304395,3.9501959782739573,interpolation
31,1630387624,2727.9601989430116,2286.238806341931,3.9428457711265747,interpolation
32,1630387625,2738.0798006559185,2254.399003279593,3.9528403986881626,interpolation
33,1630387626,2736.416674493541,2216.6262607288386,3.9326262607288385,interpolation
34,1630387627,2666.666663503567,2248.333336496433,3.9550000017792435,interpolation
35,1630387628,2634.0200516633436,2270.9122798735843,3.9635338342315363,interpolation
36,1630387629,2628.5263144685955,2308.31579154935,3.9655263162612155,interpolation
37,1630387630,2579.461380298576,2354.567076323526,3.9674979673841357,interpolation
38,1630387631,2552.7599994066027,2427.5200025219383,3.9605800008159213,interpolation
39,1630387632,2580.0911398822996,2427.8632901765504,3.9849924050098084,interpolation
40,1630387633,2590.1673469705515,2418.6653060588974,3.976167346970551,interpolation
41,1630387634,2580.7700000357627,2401.9099993920327,3.9795400000715255,interpolation
42,1630387635,2582.997508198983,2395.321694424692,3.9727605980322442,interpolation
43,1630387636,2618.4584098314854,2379.8484292134654,3.9721534195224755,interpolation
44,1630387637,2615.23232256336,2383.65404032042,3.97503787903874,interpolation
45,1630387638,2626.9076328908545,2359.048188329648,3.9787951811670355,interpolation
46,1630387639,2672.9393939831807,2338.2727277981676,3.9824343433613656,interpolation
47,1630387640,2695.2055162539955,2306.157891686241,3.980636592059764,interpolation
48,1630387641,2683.4036361870885,2260.1563657549395,3.9885527271403163,interpolation
49,1630387642,2669.9323309798224,2218.3383451008885,3.9834461150336296,interpolation
50,1630387643,2651.156717533257,2264.136813731014,3.992298507214832,interpolation
51,1630387644,2621.943204635669,2342.545637085355,3.9865456370853547,interpolation
52,1630387645,2638.659999690056,2377.32499961257,3.987,interpolation
53,1630387646,2638.034992208586,2405.1012831135095,3.9760644441487996,interpolation
54,1630387647,2649.9699234192676,2455.8496170963376,4.390456068855735,interpolation
55,1630387648,2652.4738167661167,2558.7132175447528,5.003907742122674,interpolation
56,1630387649,2727.4628748674386,2715.396046265002,5.5979505110360055,interpolation
57,1630387650,2829.463843616447,3024.336681498957,5.559286791968208,interpolation
58,1630387651,2924.2144207573165,3554.909444991402,5.516615509638546,interpolation
59,1630387652,2981.2683524973595,4184.0303310698655,5.209848136411649,interpolation
60,1630387653,2983.1814514210178,4778.088724388632,4.82531854064772,interpolation
61,1630387654,2891.434241157661,5356.66998263627,4.754893300321539,interpolation
62,1630387655,2746.786592234296,5768.734511661808,4.23249128677445,interpolation
63,1630387656,2584.3608964729915,6030.203616655651,4.289560494622364,interpolation
64,1630387657,2459.683115257217,6118.15226801777,4.244802469741448,interpolation
65,1630387658,2353.992518651348,6139.394014921078,4.2439850373026955,interpolation
66,1630387659,2341.9077867580995,6147.262294064796,4.2953114703239805,interpolation
67,1630387660,2319.104474797018,6152.935322132008,4.343766169466998,interpolation
68,1630387661,2287.5062345563038,6136.720698298845,4.345117206804621,interpolation
69,1630387662,2286.134144893601,6144.719513063839,4.3644349604113595,interpolation
70,1630387663,2334.1094147459203,6173.33587788112,4.437984732713283,interpolation
71,1630387664,2337.0303775464013,6205.622787988532,4.3803873378602685,interpolation
72,1630387665,2326.452137828293,6216.397149562276,4.371342161296259,interpolation
73,1630387666,2357.9845769509875,6245.9845769509875,4.366,interpolation
74,1630387667,2373.401534659412,6263.55754454494,4.37,interpolation
75,1630387668,2387.5578507450336,6266.768597019866,4.366814049751656,interpolation
76,1630387669,2358.958765262168,6218.9587652621685,4.371,interpolation
77,1630387670,2334.345676480746,6197.370369970644,4.3616172832844065,interpolation
78,1630387671,2332.195431803824,6180.804568196176,4.369796954535882,interpolation
79,1630387672,2340.769229828724,6165.6923074571805,4.370743590057092,interpolation
80,1630387673,2307.7888189099976,6134.484472436001,4.368596272969999,interpolation
81,1630387674,2281.5583128488647,6127.702231845732,4.367104217877839,interpolation
82,1630387675,2313.8542499804535,6113.720647726384,4.358676113641695,interpolation
83,1630387676,2318.8571414416706,6046.59739770759,4.378389610646969,interpolation
84,1630387677,2276.2599997258185,6004.619999988079,4.369199999880791,interpolation
85,1630387678,2269.982628568589,6001.6724571438035,4.362,interpolation
86,1630387679,2291.9925545981346,6017.166256977291,4.36713647536983,interpolation
87,1630387680,2257.872211518373,6038.957403839458,4.364563894240813,interpolation
88,1630387681,2247.2126589934155,6078.653159708369,4.367929113668862,interpolation
89,1630387682,2269.811083038713,6110.5365239778785,4.358884130994469,interpolation
90,1630387683,2287.6769231521635,6115.307692119591,4.379046154184737,interpolation
91,1630387684,2306.7192994197285,6111.175437862669,4.383947364458416,interpolation
92,1630387685,2368.5263151290346,6117.210526051614,4.349157894789677,interpolation
93,1630387686,2424.30829443589,6131.4430046676935,4.347147668222565,interpolation
94,1630387687,2471.969229320849,6138.6230759919745,4.349069230665775,interpolation
95,1630387688,2498.5144132232977,6152.274944214807,4.351339245867719,interpolation
96,1630387689,2515.7902817852987,6140.209718214701,4.343,interpolation
97,1630387690,2518.8823523383085,6127.251130734788,4.348273755679296,interpolation
98,1630387691,2480.8516670701288,6105.595909200944,4.349063939467296,interpolation
99,1630387692,2438.186613547204,6080.294119524594,4.35476267729056,interpolation
100,1630387693,2418.183373069771,6039.244497426362,4.375496331617574,interpolation
101,1630387694,2409.992386335099,6022.426396095742,4.372,interpolation
102,1630387695,2399.155814279718,5991.372093165095,4.369804650935848,interpolation
103,1630387696,2422.7718218389027,5980.263093103342,4.370754364367781,interpolation
104,1630387697,2438.357855862005,5989.614713517203,4.373871571172401,interpolation
105,1630387698,2446.8500321188035,5988.928525544567,4.37255711532674,interpolation
106,1630387699,2451.090851042864,5983.681382821478,4.369045425521431,interpolation
107,1630387700,2452.370441408375,5993.278310562811,4.369685220704188,interpolation
108,1630387701,2455.6493494268975,6023.405195171931,4.374,interpolation
109,1630387702,2445.139325409263,6052.986521043791,4.383101124317895,interpolation
110,1630387703,2436.461539402046,6074.564104053239,4.393256410099659,interpolation
111,1630387704,2420.093819612627,6076.906180387373,4.395290618038737,interpolation
112,1630387705,2406.8243236349595,6095.648647269919,4.387493244001544,interpolation
113,1630387706,2430.80769773912,6098.115385391303,4.388153847188404,interpolation
114,1630387707,2443.1928939170593,6086.253810460886,4.392192893917059,interpolation
115,1630387708,2441.337748023705,6068.0,4.381668874011853,interpolation
116,1630387709,2448.292905816434,6086.267735458915,4.386,interpolation
117,1630387710,2435.878787605121,6065.979797633153,4.378252525070081,interpolation
118,1630387711,2403.3902431288134,6027.682925475423,4.38029268234661,interpolation
119,1630387712,2381.692893311936,6029.385786623872,4.382850253183553,interpolation
120,1630387713,2374.1010099672176,6026.563131229511,4.376924242524587,interpolation
121,1630387714,2355.1543220475346,6010.092593228521,4.373969135590492,interpolation
122,1630387715,2379.334190373165,6026.670951865824,4.372002571119494,interpolation
123,1630387716,2374.0688247893568,6035.591092796959,4.372659917586316,interpolation
124,1630387717,2379.2261328326945,6014.6130664163475,4.364226132832695,interpolation
125,1630387718,2395.453633282503,6017.77192912219,4.376954887519061,interpolation
126,1630387719,2392.592039072184,6030.054726559952,4.50131841398248,interpolation
127,1630387720,2364.6317158880056,6070.0,5.092286433983974,interpolation
128,1630387721,2369.098969785723,6076.552577698665,5.593094864069427,interpolation
129,1630387722,2495.226050652517,6095.5970498195165,0.2192727525684179,interpolation
130,1630387723,2690.7121322554995,6037.263032566922,0.8237245891863239,interpolation
131,1630387724,2987.667472833289,5985.111665120594,0.4612332527166711,interpolation
132,1630387725,3432.143610919936,5930.657430194975,0.42063471375946015,interpolation
133,1630387726,3843.170831703441,5934.422108710485,0.4829145688727174,interpolation
134,1630387727,4138.030370861579,5949.738867926714,0.4922429147687291,interpolation
135,1630387728,4357.098004929797,6054.86414757105,0.5067260580424608,interpolation
136,1630387729,4465.044342930564,6117.285718899728,0.4935911314138871,interpolation
137,1630387730,4472.605987457162,6141.206985366689,0.5021995010452365,interpolation
138,1630387731,4480.921348645702,6190.00898704235,0.49523146054171924,interpolation
139,1630387732,4505.487623775523,6206.341584149652,0.4988861386167829,interpolation
140,1630387733,4492.141989136238,6188.643001810627,0.5157261663648955,interpolation
141,1630387734,4459.631110670773,6187.528888396746,0.5079377774928527,interpolation
142,1630387735,4448.878318474375,6210.878318474375,0.43703098069126595,interpolation
143,1630387736,4431.398648746611,6155.391892479666,6.067407657102538,interpolation
144,1630387737,4426.0200001377525,6124.0200001377525,6.122459999989403,interpolation
145,1630387738,4467.1964259580245,6122.374999268247,6.121696428885038,interpolation
146,1630387739,4497.0,6106.172186608562,6.123960264628793,interpolation
147,1630387740,4543.770786609561,6072.168539367982,6.1240359551151755,interpolation
148,1630387741,4552.363187455148,6078.330843776504,6.128,interpolation
149,1630387742,4550.84738002899,6067.476081831359,6.124161730930175,interpolation
150,1630387743,4547.176470360655,6087.176472295086,6.121411764819673,interpolation
151,1630387744,4533.2867836443675,6092.0199498667,6.122633416888834,interpolation
152,1630387745,4510.211268132645,6099.070422710882,6.112718309156474,interpolation
153,1630387746,4493.82499961257,6088.417500038743,6.1410875001937155,interpolation
154,1630387747,4483.319999976158,6072.839999713898,6.158680000023842,interpolation
155,1630387748,4440.674032615487,6040.817678277169,6.149193370646062,interpolation
156,1630387749,4438.277921138563,6019.8753225617675,6.141958440853923,interpolation
157,1630387750,4445.653386469321,6036.039840592038,6.1393067729386415,interpolation
158,1630387751,4440.981820940381,6043.466668111628,6.1389515152828755,interpolation
159,1630387752,4409.645407674525,6042.530609116957,6.13534183693019,interpolation
160,1630387753,4415.487902655965,6074.846773705112,6.134564515803408,interpolation
161,1630387754,4381.312653818485,6051.590568323804,6.13406947862633,interpolation
162,1630387755,4362.211442907046,6039.365671278861,6.142422885814093,interpolation
163,1630387756,4366.562118244948,6054.107943418554,6.141429735219382,interpolation
164,1630387757,4405.650873170836,6127.4513721256,6.1508503742160725,interpolation
165,1630387758,4410.472908964066,6083.694581792814,6.128157636321355,interpolation
166,1630387759,4443.72727316514,6102.254545848626,6.130581818050458,interpolation
167,1630387760,4476.139302216758,6114.492536968207,6.135338308687862,interpolation
168,1630387761,4485.285714621279,6108.92856899573,6.129214285965959,interpolation
169,1630387762,4506.920792517434,6051.811880679777,6.128366336598605,interpolation
170,1630387763,4528.095238379781,6039.095238379781,6.129190476162021,interpolation
171,1630387764,4517.525003546475,6065.399995946885,6.13488749924004,interpolation
172,1630387765,4501.982757527213,6076.206895579745,6.130448276105064,interpolation
173,1630387766,4499.723595674175,6057.361797837088,6.129,interpolation
174,1630387767,4482.247498243152,6041.2749980479475,6.1289725001952045,interpolation
175,1630387768,4458.71428936355,6024.571425530375,6.129035713829556,interpolation
176,1630387769,4486.760532577442,5983.359201133836,6.123228381222343,interpolation
177,1630387770,4504.185184138629,5957.864197356438,6.1225925920693145,interpolation
178,1630387771,4508.474999433756,5979.369999320507,6.122,interpolation
179,1630387772,4495.656715754014,5973.587064307785,6.123930348553772,interpolation
180,1630387773,4493.317617234759,5993.225804810374,6.1238188593182885,interpolation
181,1630387774,4455.9923863351,5993.0050757766,6.1199923863351,interpolation
182,1630387775,4447.603491494225,5997.0,6.118586034023102,interpolation
183,1630387776,4440.0,6007.229427628966,6.119556109817613,interpolation
184,1630387777,4455.937501330461,6039.491073139164,6.111508926860836,interpolation
185,1630387778,4456.034013303865,6077.517006651932,6.098,interpolation
186,1630387779,4466.298175541834,6101.813388870834,6.1,interpolation
187,1630387780,4474.518796219722,6116.839598739907,6.097363410710786,interpolation
